,reviews,Clean_Review,Sentiment,Analysis
754,"  BA 2616 and 2617 return trip from Gatwick to Cagliari. Both flights on a Saturday and were full. Aircraft was an A320-200 on both legs. Sat in row 7 outbound, 2 rows behind Club Europe. Sat in row 25 on the return, leg room seemed tighter than row 7. The brown leather seating suggested that the aircraft may have been in the BMI Fleet. Didn’t bother with the new M&S On Board service outward, but did on the return. The M&S sandwich was everything you would expect from an M&S sandwich (apart from the cost), but the coffee I had and the tea my wife had were below standard. It also took the 2 cabin crew the best part of 75 minutes to get from row 6 to row 25. The other 2 members of the cabin crew appeared to hide in Club Europe attending to just 10 passengers. Despite quite a lot of turbulence and the Seat Belt sign on for about 30 minutes, they continued to serve hot drinks and passengers were advised to be careful. You are now given a cup of hot water to add your coffee or tea bag to. Also a queue of 7 or 8 passengers requiring the toilet also formed behind the trolley, and they would not return to their seats. The rubbish from the trolley service was collected by hand as we were preparing to land. Outbound flight was fine, Inbound flight was not a great advertisement for BA. Perhaps standards at LGW are not as good as at LHR.","ba 2616 2617 return trip gatwick cagliari. flight saturday full. aircraft a320-200 legs. sat row 7 outbound, 2 row behind club europe. sat row 25 return, leg room seem tighter row 7. brown leather seat suggest aircraft may bmi fleet. didn’t bother new m&s board service outward, return. m&s sandwich everything would expect m&s sandwich (apart cost), coffee tea wife standard. also take 2 cabin crew best part 75 minute get row 6 row 25. 2 member cabin crew appear hide club europe attend 10 passengers. despite quite lot turbulence seat belt sign 30 minutes, continued serve hot drink passenger advise careful. give cup hot water add coffee tea bag to. also queue 7 8 passenger require toilet also form behind trolley, would return seats. rubbish trolley service collect hand prepare land. outbound flight fine, inbound flight great advertisement ba. perhaps standard lgw good lhr.",0.9287,Positive
755,"  Heathrow to Kalamata. Heathrow T5 to Kalamata, Greece 8th June and return 1 week later. Used Avios points to upgrade to exit row seats for more legroom. Bad news - took off 1 1/2 hours late from Heathrow (delays to previous incoming flight) but made up about 1/2 hour on the journey out. Also left Kalamata about 1/2 hour late on our return but landed virtually on time. Seats much more comfortable with more padding than, for example, Ryanair or Jet2.com so with the extra legroom, the flights were pretty comfortable. Expensive (or course) M&S offerings for food but tasty enough. Pleasant FA's so all in all decent flights. Haven't used BA for short haul for quite a few years but would use again if the price was right.","heathrow kalamata. heathrow t5 kalamata, greece 8th june return 1 week later. used avios point upgrade exit row seat legroom. bad news take 1 1/2 hour late heathrow (delays previous incoming flight) make 1/2 hour journey out. also left kalamata 1/2 hour late return land virtually time. seats much comfortable pad than, example, ryanair jet2.com extra legroom, flight pretty comfortable. expensive (or course) m&s offering food tasty enough. pleasant fa's decent flights. use ba short haul quite year would use price right.",0.8625,Positive
756,"  London to Gothenburg. Unique procedures that are not adding any order but create a lot of mess. Extra visa checks, passport checks, separate queues, additional controls. Heathrow Terminal 5 is the most bizarre.","london gothenburg. unique procedure add order create lot mess. extra visa checks, passport checks, separate queues, additional controls. heathrow terminal 5 bizarre.",-0.4019,Negative
757,"  Amsterdam to London on 15th April. I arrived 3 hours before flight where I waited in line for an hour while staff attended to checking people in a what seemed like a turtle paced snail like sense of urgency. After that rather lengthy delay.When I got to the gate on time, I was told the gate was shut. Thinking it must have been some kind of joke, I noted with the British Airways representatives saying that I was on time. She replied yes but you were the last person, everyone had made it before me, my bags were already offloaded she continued to say.  After asking what do I do now? Not having the ability to ring abroad I asked if they could help me which they replied saying there is no Qantas office in Amsterdam and they cannot help me. ","amsterdam london 15th april. arrive 3 hour flight wait line hour staff attend check people seem like turtle pace snail like sense urgency. rather lengthy delay.when get gate time, told gate shut. thinking must kind joke, note british airways representative say time. reply yes last person, everyone make me, bag already offload continued say. ask now? ability ring abroad ask could help reply say qantas office amsterdam cannot help me.",0.933,Positive
758,"  Istanbul to London. My first flight in Economy is the new A321 Neo, The aircraft is set up with the first 15 rows of regular seats and the remaining 17 rows of the new extra slim economy seats. The seat does not recline, is very thin and OK for an hour flight. However 3 hours 45 minutes flight it became pretty uncomfortable after 2 hours. The 5 members of the cabin crew were great serving the usual MS for sale products.","istanbul london. first flight economy new a321 neo, aircraft set first 15 row regular seat remain 17 row new extra slim economy seats. seat recline, thin ok hour flight. however 3 hour 45 minute flight become pretty uncomfortable 2 hours. 5 member cabin crew great serve usual ms sale products.",0.7845,Positive
759,"  I had some difficulty from the start, after my initial booking the website repeatedly asked me to log in, even though I was already logged in. I wanted to reserve seats and request special meals. It took me 2 days to achive this. I was amazed by the cost of reserving ordinary seats, no extra legroom, this bumped the price up for 4 people by £328 and seats were only booked on the LHR-KUL and return KUL-LHR legs. I had difficulty checking in using the BA app and eventually did it using Malaysia Airlines app. Checking in online was only allowed 24hrs before making things a little awkward being in Kuching for our return leg with an 8 hr time difference. I was looking forward to flying on the Boeing 787 but it really is just a dream. Food choices we were told ran out at breakfast, the choice was full English or just an omelette, but the full English ran out or so we were told, but looking over my shoulder a few minutes later and another trolley had appeared with the full English on it. Earlier meals were ok with beer, wine and other drinks available. There was very little attention by cabin crew between main meals and we had to go to the rear galley to ask for water. For an over 12h flight, I think the cabin should at least be visited 2-3 times. Toilets were clean and worked ok and the aircraft as a whole was clean and tidy. The IFE selection was superb with many of the latest films available along with games and music. Our return flight from KL to London was very cold, the Boeing 787 has no way of changing the airflow to your seat.","difficulty start, initial book website repeatedly ask log in, even though already log in. want reserve seat request special meals. take 2 day achive this. amaze cost reserve ordinary seats, extra legroom, bumped price 4 people £328 seat book lhr-kul return kul-lhr legs. difficulty check use ba app eventually use malaysia airlines app. checking online allow 24hrs make thing little awkward kuching return leg 8 hr time difference. look forward fly boeing 787 really dream. food choice told ran breakfast, choice full english omelette, full english ran told, look shoulder minute later another trolley appear full english it. earlier meal ok beer, wine drink available. little attention cabin crew main meal go rear galley ask water. 12h flight, think cabin least visit 2-3 times. toilets clean work ok aircraft whole clean tidy. ife selection superb many late film available along game music. return flight kl london cold, boeing 787 way change airflow seat.",0.959,Positive
760,"  London to Dusseldorf. No free drinks or food, which is pretty normal for short haul flights. Crew was pretty average Seat was average. Ground crew was pretty nice. No inflight entertainment. ","london dusseldorf. free drink food, pretty normal short haul flights. crew pretty average seat average. ground crew pretty nice. inflight entertainment.",0.9552,Positive
761," London to Seoul. Nightmare experience with British Airways almost constantly. My Business cabin is downgraded to economy at the last minute with a 12 hours long-hauls flight! Lounge simy sucks, cheap, noisy and croweed. Multiple malfunction items on the aircraft including unfolded table. Given the price it Charge, certainly one of the worst airlines one can possible take.","london seoul. nightmare experience british airways almost constantly. business cabin downgrade economy last minute 12 hour long-hauls flight! lounge simy sucks, cheap, noisy croweed. multiple malfunction item aircraft include unfolded table. given price charge, certainly one bad airline one possible take.",-0.68,Negative
762,"  London to Vancouver. Economy was a lot more cramped than I expected. BA had crammed seats in. Crew were okay. Food reasonable really although I had upgraded my food which came before everyone else had theirs which was a shame. Flew back premium class, more room. I probably won’t use them in November when I go back. Timing was good and air quality felt ok as I didn’t get a headache.","london vancouver. economy lot cramped expected. ba crammed seat in. crew okay. food reasonable really although upgraded food come everyone else shame. flew back premium class, room. probably won’t use november go back. timing good air quality felt ok didn’t get headache.",0.4404,Neutral
763," Newcastle to Delhi via London. At check-in , I was charged for carrying 2.8 kilos extra, which is of no problem. I paid a total of £65 for 2.8 kilos. On my flight from London to Delhi, during boarding I asked for water to which the attendant told she would get but she was busy as customers were boarding the flight. I then  asked for a bottle of water  which she seemed to forget.  2 hours into the  journey, my in-flight entertainment system got stuck on the TV and Radio feature. When the dinner was served, Ithe meal consisted of chicken gravy and mash, along with bread butter and a mousse. Delays caused by British Airways resulted in the flight reaching Delhi late and me missing my connecting flight. But as I landed at Delhi and picked my baggage from the belt, a British Airways staff was ready with another ticket from Delhi to Mumbai without me even asking. ","newcastle delhi via london. check-in charge carry 2.8 kilo extra, problem. paid total £65 2.8 kilos. flight london delhi, boarding ask water attendant told would get busy customer boarding flight. ask bottle water seem forget. 2 hour journey, in-flight entertainment system get stuck tv radio feature. dinner served, ithe meal consist chicken gravy mash, along bread butter mousse. delays cause british airways result flight reach delhi late miss connect flight. land delhi picked baggage belt, british airways staff ready another ticket delhi mumbai without even asking.",-0.2023,Negative
764,"  Miami to Delhi via London.  The BA business class I flew for the first time recently was the worst I have  flown. Whereas most have four seats across British Airways has eight! The lay down beds are hard, thin and short. Not worth the money.","miami delhi via london. ba business class flew first time recently bad flown. whereas four seat across british airways eight! lay bed hard, thin short. worth money.",-0.5093,Negative
765,"  London to Sydney via Singapore. Checked in with a bag which was 23.4kg. My allowance was 23kg. I was made to repackage the bag and take two pairs of shoes out and place them in my hand luggage, really? I found the food on both legs of the flight horrible.","london sydney via singapore. checked bag 23.4kg. allowance 23kg. make repackage bag take two pair shoe place hand luggage, really? found food leg flight horrible.",-0.0772,Negative
766,"  Phoenix to Amsterdam via London. It was 10 hrs on a delayed flight, in a cramped seat with no lights, no call light. No entertainment of any sort, and food I found exceptionally bad. The B747 that was terribly maintained. The offer of 20.GBP for compensation is insulting and further exemplifies a lack of concern for your passengers comfort and safety.","phoenix amsterdam via london. 10 hr delayed flight, cramped seat lights, call light. entertainment sort, food found exceptionally bad. b747 terribly maintained. offer 20.gbp compensation insult exemplifies lack concern passenger comfort safety.",-0.7939,Negative
767,"  Standard, run of the mill airline for today's economy. Flew Tel Aviv to New York, with a two hour layover in London Heathrow. Crew was fine, entertainment system on the London to New York leg was very nice. The special meal I ordered was not on either of the two flights. I  called them two and a half weeks prior to departure to check that the meals were in the system, and was assured they were. I submitted a complaint to ba.com and the responses I received were lame and unacceptable. Not a stitch of good will was forthcoming from British Airways, as I suggested topping off my Avios balance to a mere 5000 points (my balance is around 3500). ","standard, run mill airline today's economy. flew tel aviv new york, two hour layover london heathrow. crew fine, entertainment system london new york leg nice. special meal order either two flights. call two half week prior departure check meal system, assure were. submit complaint ba.com response receive lame unacceptable. stitch good forthcoming british airways, suggest top avios balance mere 5000 point (my balance around 3500).",0.802,Positive
768,"  Belfast City to Atlanta via London Heathrow T5. Check-in was fairly smooth at Belfast as it was early in the morning. However, when the agent called me over the check me in, he was all flustered that I wasn't an elite Executive Club member although my boyfriend had just checked in with the same agent without any difficulty. I knew he was working the premium line, but nobody was standing in it, and I was standing in the regular line when he called me. After about 20 minutes, I finally got a boarding pass to go through security. The flight from BHD to LHR was uneventful and bare-bones, as nothing was served for free on the flight. My boyfriend therefore hated it, as we're used to getting better service on American in the US, but I was fully aware that BA had turned itself into a glorified EasyJet. Once we arrived to LHR, I continued by myself to Atlanta on BA and was shocked at the crowded, user-unfriendly T5. Although I suppose it was pretty in some ways, I had to sit in one of the dank cattle pits they hold people in until their flight is called, so it felt very crowded and hot. After my flight was called, I found myself on a crowded shuttle to the plane with pushy people. Boarding was straightforward, however, and the flight attendants were very polite and helpful to customers, even in economy. The flight product was just OK in my view. I had an exit row aisle seat, and while I had extra room and a nice headrest, the seat was right by the lav, so it stank. IFE was fine with a decent selection, but it was not as complete as Delta's. The food was the bland equivalent of what Delta serves, so no brownie points there, and the ""tea"" service they had was terrible: we were given half-sandwiches in plastic wrap without a tray and then only with a limited selection of beverages. I remember years ago when BA was a premium carrier and served very nice things to its passengers with a friendly smile. Those smiles have disappeared for the most part, and the feeling of flying a special carrier is no longer there. However, I arrived on time and promptly got my bag. The 777 was also nice and spacious and the flight attendants were polite, so I might fly them again, though I would not recommend BA due to the crowds and discomfort I experienced at T5.","belfast city atlanta via london heathrow t5. check-in fairly smooth belfast early morning. however, agent call check in, fluster elite executive club member although boyfriend checked agent without difficulty. knew work premium line, nobody stand it, stand regular line call me. 20 minutes, finally get boarding pas go security. flight bhd lhr uneventful bare-bones, nothing serve free flight. boyfriend therefore hat it, we're use get well service american us, fully aware ba turn glorify easyjet. arrive lhr, continued atlanta ba shock crowded, user-unfriendly t5. although suppose pretty ways, sit one dank cattle pit hold people flight called, felt crowd hot. flight called, found crowd shuttle plane pushy people. boarding straightforward, however, flight attendant polite helpful customers, even economy. flight product ok view. exit row aisle seat, extra room nice headrest, seat right lav, stank. ife fine decent selection, complete delta's. food bland equivalent delta serves, brownie point there, ""tea"" service terrible: give half-sandwiches plastic wrap without tray limited selection beverages. remember year ago ba premium carrier serve nice thing passenger friendly smile. smile disappear part, feel fly special carrier longer there. however, arrive time promptly get bag. 777 also nice spacious flight attendant polite, might fly again, though would recommend ba due crowd discomfort experienced t5.",0.9705,Positive
769,"  Buenos Aires to London. I wish to thank the crew that was so nice to me while I was terribly sick. Wish I knew their names! They gave me medicine, a blanket and caressed my back while I was crying from the stomach ache. Forever grateful.","buenos aires london. wish thank crew nice terribly sick. wish knew names! give medicine, blanket caress back cry stomach ache. forever grateful.",0.1007,Neutral
770,"  London to Nashville. The worst airline Trans-Atlantic. Despite looking forward to flying on this new route to Nashville, British Airways ruined this trip. The flight was delayed by over three hours, whilst they ostensibly replaced the damaged aircraft with an inbound Boeing 787-9 from San Jose. The airplane was filthy dirty in Club Class, which is bad enough having to suffer the awful, dated, Club Class ying-yang facing, narrow seats with divider. Business Class on British Airways is the worst of any airline. The WIFI was out of service. On late arrival in Nashville, my luggage arrived soaking wet, and I was unable to change clothes. On my return to the UK, I contacted British Airways Customer Relations to seek compensation, and got the usual pathetic, mainly computer generated, insincere apology. I am now forced to haggle with British Airways, and endure their woeful so-called Customer Relations department. It is a real shame to witness the decline of this national carrier. British Airways treat their premium class customers with contempt. This is what happens when an airline has a monopoly from Heathrow. ","london nashville. bad airline trans-atlantic. despite look forward fly new route nashville, british airways ruin trip. flight delayed three hours, whilst ostensibly replace damage aircraft inbound boeing 787-9 san jose. airplane filthy dirty club class, bad enough suffer awful, dated, club class ying-yang facing, narrow seat divider. business class british airways bad airline. wifi service. late arrival nashville, luggage arrive soak wet, unable change clothes. return uk, contact british airways customer relations seek compensation, get usual pathetic, mainly computer generated, insincere apology. force haggle british airways, endure woeful so-called customer relations department. real shame witness decline national carrier. british airways treat premium class customer contempt. happens airline monopoly heathrow.",-0.9913,Negative
771,  Flight was delayed by almost two hours and it was nice when they gave us the only Boeing 747-400 that was in old BOAC retro colours the seats where wide and comfortable plenty of storage the IFE was average food was good and in generous portions but what stood out was the high level of service and friendliness!,flight delayed almost two hour nice give u boeing 747-400 old boac retro colour seat wide comfortable plenty storage ife average food good generous portion stood high level service friendliness!,0.925,Positive
772," Just checked in for a flight from Newcastle with BA. The check in process was disgusting. 45 minutes queuing. 2 BA staff working in two desks, one of which was a virtually empty priority queue in which the female checking assistant spent a large proportion of her time chatting to a colleague from Air France in the adjacent desk! The process was ridiculously slow with each check in taking several minutes. When the priority queue representative deigned to check economy passengers, she seemed to take an eternity. In the 45 minutes it took us, the queue never dropped below about 100 people. I have never queued in a slower or more disorganised check in desk. The adjacent Jet2 desks had seven staffed desks and I counted 14 staff! The “welcome” sign displayed at the BA desk should have been located at the start of the queue with the additional wording of “you’re in for a long wait”. To cap it all, after enduring the queue, we’re now delayed 40 minutes thus far! So unprofessional!","checked flight newcastle ba. check process disgusting. 45 minute queuing. 2 ba staff work two desks, one virtually empty priority queue female check assistant spent large proportion time chat colleague air france adjacent desk! process ridiculously slow check take several minutes. priority queue representative deign check economy passengers, seem take eternity. 45 minute take us, queue never drop 100 people. never queue slow disorganise check desk. adjacent jet2 desk seven staffed desk count 14 staff! “welcome” sign displayed ba desk locate start queue additional word “you’re long wait”. cap all, endure queue, we’re delayed 40 minute thus far! unprofessional!",-0.9033,Negative
773,"  Gatwick to Madrid. When I arrived I waited for one and a half hours for my one suitcase. It didn’t arrive.  I was asked to fill in a ‘lost luggage’ form which I did and given a number to call the next day. The representative said she’d make sure the suitcase was delivered by 5.00 p.m. I was out during the day. When I returned later that evening there was no suitcase. It hadn’t been delivered. The next morning (Sunday) I phoned the number again. The answer message said phone back on Monday. As I was leaving on Sunday night this was pointless. I was leaving Madrid at 8.30 pm. My one suitcase arrived two hours before I left Madrid. So I spent the whole time in Madrid without my medicines, change of clothes, toiletries etc which ended up wasting a lot of my (short, valuable) time buying essentials that I needed whilst there.","gatwick madrid. arrive wait one half hour one suitcase. didn’t arrive. ask fill ‘lost luggage’ form give number call next day. representative say she’d make sure suitcase deliver 5.00 p.m. day. return later even suitcase. hadn’t delivered. next morning (sunday) phone number again. answer message say phone back monday. leave sunday night pointless. leave madrid 8.30 pm. one suitcase arrive two hour left madrid. spent whole time madrid without medicines, change clothes, toiletry etc end waste lot (short, valuable) time buying essential need whilst there.",0.4215,Neutral
774,"  My boyfriend and I wanted to return from our trip to London a day early but the BA app and website continued to glitch so I called to ask how much it would be to leave a day earlier. I was told that the penalty fee for changing the flight is $275 each and there’s a $50 fee for them to do it over the phone that’s $600, and the price of a flight by itself. We decided to try our luck again changing it on the app and paid $550 to change our flight to one day earlier to make it back for an event. The flight was delayed and arrived 1hr 55 mins late. We missed our event. The plane was filthy and my tv didn’t work. I asked the flight attendant for something to clean the slimy finger smears off the screen with and she told me it’s normal wear and tear but I could get toilet paper from the bathroom. I called to ask for a refund for the fees since the flight was delayed but they told me they can’t give us a refund because we got on the flight.","boyfriend want return trip london day early ba app website continued glitch call ask much would leave day earlier. told penalty fee change flight $275 there’s $50 fee phone that’s $600, price flight itself. decide try luck change app paid $550 change flight one day earlier make back event. flight delayed arrive 1hr 55 min late. miss event. plane filthy tv didn’t work. ask flight attendant something clean slimy finger smear screen told it’s normal wear tear could get toilet paper bathroom. call ask refund fee since flight delayed told can’t give u refund get flight.",-0.4767,Negative
775,"  I had kept my laptop bag in the overhead cabin. Somebody got in a bigger cabin bag and they couldn't fit the bag in the space remaining, so they kept the bag on my laptop bag. When I asked the flight attendant to help me with this, he asked me to keep my luggage down.  I was travelling with only one laptop bag, placed it in the cabin right over my seat and instead of asking the oversized bag to be placed properly or kept it elsewhere, my bag which was in place before the oversized bag came in was asked to be moved out. How fair is this? ","kept laptop bag overhead cabin. somebody get big cabin bag fit bag space remaining, kept bag laptop bag. ask flight attendant help this, ask keep luggage down. travel one laptop bag, place cabin right seat instead ask oversized bag place properly kept elsewhere, bag place oversized bag come ask move out. fair this?",0.7579,Positive
776,"  London to Delhi. A truly first class experience from check in to landing. I am a frequent flyer with BA and have not always had an amazing experience, this one was. Check in was easy and swift and the Concorde Room was excellent. The flight itself was wonderful, while I accept it isn’t the best first class cabin in the skies the service is second to none. The cabin crew were friendly greeting us by name and showing us personally to our seats. Throughout they ensured we were very well looked after without them being overbearing. New soft product is very good and food definitely much improved. ","london delhi. truly first class experience check landing. frequent flyer ba always amaze experience, one was. check easy swift concorde room excellent. flight wonderful, accept isn’t best first class cabin sky service second none. cabin crew friendly greet u name show u personally seats. throughout ensure well look without overbearing. new soft product good food definitely much improved.",0.9885,Positive
777,"  London Heathrow to Dubai. Last Sunday we unfortunately missed our BA flight to Dubai due to unforeseen circumstances, so we booked the next available flight for the morning which was with Emirates. Today we arrived at Dubai airport expecting to board the flight home that we had already paid for months in advance. At check in the BA staff told us that our flight had been cancelled as we missed our outgoing flight. We have not received a refund for the seats and they have refused to refund us the tickets we had brought. ","london heathrow dubai. last sunday unfortunately miss ba flight dubai due unforeseen circumstances, book next available flight morning emirates. today arrive dubai airport expect board flight home already paid month advance. check ba staff told u flight cancel miss outgo flight. receive refund seat refuse refund u ticket brought.",-0.7783,Negative
778,"  London to Seattle. My husband and I have used this service for a number of years as our son lives in America. We have always been very satisfied with the service. Unfortunately I was taken ill on this flight and the service went from good to superb! I’d like to thank the cabin crew and Captain for the care I received during the last two hours of the flight. Advice was sought via radio, I was made comfortable in the galley, at least one crew member with me at all times, given oxygen etc. paramedic boarded the plane and escorted me off when I was then given a thorough medical check, a wheel chair was waiting and we were fast tracked through customs as I was not well enough to walk to the car park. We met the crew at the lift and the captain came to ask how I was. Many thanks to all of the and apologies to passengers that I must have disturbed.","london seattle. husband use service number year son life america. always satisfied service. unfortunately take ill flight service go good superb! i’d like thank cabin crew captain care receive last two hour flight. advice sought via radio, make comfortable galley, least one crew member times, give oxygen etc. paramedic board plane escort give thorough medical check, wheel chair wait fast tracked custom well enough walk car park. met crew lift captain come ask was. many thanks apology passenger must disturbed.",0.9601,Positive
779,"  Johannesburg to London. I booked a seat without luggage. Firstly one cannot make one booking for two passengers if only one has luggage. This caused an issue when trying to seat together. When the passenger without luggage tried to move seats (normally a free option for standard seats), you get advised that you have to pay. This was not disclosed when the booking was made. It was irritating because one of us was ill. ","johannesburg london. book seat without luggage. firstly one cannot make one book two passenger one luggage. cause issue try seat together. passenger without luggage try move seat (normally free option standard seats), get advise pay. disclose book made. irritate one u ill.",-0.4019,Negative
780,  London to Milan. Evening outbound flight with some on board space so middle seat was empty. Boarding by group number worked effectively and I was able to store my laptop in the overhead. Free newspapers were available in the jet way. Passengers were warmly greeted. I was one row behind emergency exit and despite numerous requests from the steward woman in front was very challenging in agreeing to have her bag stored in the overhead which the steward handled very politely and patiently. Usual on board trolley service which I didn't use. Flight departed 10 minutes late due to lengthy taxi way and due to a head wind arrived in Linate 20 minutes late. Return flight could have been a challenge due to Italian strike but the very full flight departed on time and landed 15 minutes early. The cabin crew on this flight were excellent especially the senior stewardess who was warm and friendly towards every single customer - outstanding. We were taken off the aircraft and bussed into T5 which I think actually saved time as the entrance is directly below passport control. All in all a couple of very good flights.,london milan. evening outbound flight board space middle seat empty. boarding group number work effectively able store laptop overhead. free newspaper available jet way. passengers warmly greeted. one row behind emergency exit despite numerous request steward woman front challenge agree bag store overhead steward handle politely patiently. usual board trolley service use. flight depart 10 minute late due lengthy taxi way due head wind arrive linate 20 minute late. return flight could challenge due italian strike full flight depart time land 15 minute early. cabin crew flight excellent especially senior stewardess warm friendly towards every single customer outstanding. take aircraft buss t5 think actually save time entrance directly passport control. couple good flights.,0.9811,Positive
781,"  The connecting flight to Johannesburg was on an older 737-400 with proper business class seats and lots of legroom. Pre-take off drinks offered and a decent meal for a short flight. Everything went smoothly and service was good. Boarding for the main flight was on time and proceeded smoothly, we were seated on the upper deck in the forward cabin. Much has been said about the BA ying-yang seat configuration. The seats are narrow, and there is a lack of privacy for the aisle seat, with probably the main complaint being lack of storage for personal items around the seat. However the seat is very comfortable in any position, and the White Company bedding is excellent. We had an aisle / centre seats at the rear of the cabin, which worked well as a couple with the privacy screen left down. The centre seat does have a shelf for personal belongings, and access from this seat does not require stepping over another passenger. The service on this flight was superb, from the welcome on boarding and continuing throughout the flight - very efficient, quick to respond, and super friendly. Preflight champagne or fruit juice was offered as soon as we were seated, with a bar service as soon as the seat belt light was off. There was a choice of 4 starters, 3 mains, and 3 sweets or cheeseboard, with a decent choice of wines. Breakfast offered a good choice, although we were happy with just the fruit, yoghurt, and bread. There could be no complaints in respect of catering. The A380 is a super aircraft and very quiet, but without doubt the major feature of this flight was the fantastic crew. Our connecting flight to Leeds was good, but compared with our South African flight it was noticeable that this was economy class seats and spacing with just an empty middle seat. It is a short flight, but there was still a full meal service. The only poor aspect on this trip was arrival in Leeds. The airport seems quite run-down, escalator not working, and few staff to be seen. There was only one other arrival, but we still waited over 30 minutes for luggage to come through.","connect flight johannesburg old 737-400 proper business class seat lot legroom. pre-take drink offer decent meal short flight. everything go smoothly service good. boarding main flight time proceed smoothly, seat upper deck forward cabin. much say ba ying-yang seat configuration. seat narrow, lack privacy aisle seat, probably main complaint lack storage personal item around seat. however seat comfortable position, white company bedding excellent. aisle centre seat rear cabin, work well couple privacy screen left down. centre seat shelf personal belongings, access seat require step another passenger. service flight superb, welcome boarding continue throughout flight efficient, quick respond, super friendly. preflight champagne fruit juice offer soon seated, bar service soon seat belt light off. choice 4 starters, 3 mains, 3 sweet cheeseboard, decent choice wines. breakfast offer good choice, although happy fruit, yoghurt, bread. could complaint respect catering. a380 super aircraft quiet, without doubt major feature flight fantastic crew. connect flight leeds good, compare south african flight noticeable economy class seat space empty middle seat. short flight, still full meal service. poor aspect trip arrival leeds. airport seem quite run-down, escalator working, staff seen. one arrival, still wait 30 minute luggage come through.",0.9922,Positive
782," London Heathrow to Los Angeles. Very nice experience. I read other reviews slamming BA but that was not the experience we had. From the check in to the lounge and on board the flight our experience was fantastic. Crew on the flight was outstanding and very attentive. Food was good, not great, but very good. Seats worked well and comfy (more on that in the seat review). Again, the flight crew and make or break the experience and this crew hit a home run. In flight entertainment worked well but was not streaming with I like over the monitors. AA does a very good job on this One World route as well but I would take BA over AA if you can but both airlines do a good job on these longer hauls.","london heathrow los angeles. nice experience. read review slam ba experience had. check lounge board flight experience fantastic. crew flight outstanding attentive. food good, great, good. seats work well comfy (more seat review). again, flight crew make break experience crew hit home run. flight entertainment work well stream like monitors. aa good job one world route well would take ba aa airline good job longer hauls.",0.9862,Positive
783," CPT is definitely getting its act together: BA's Galleries Lounge is spacious with a good selection of food and staff actually managed to make the group boarding work for once. The upper deck is still one of the better bets when flying in Club World. That's despite the ancient yin/yang seats and the tiny IFE screen with appalling resolution. The new bedding certainly helps cushion the hard seats and the large pillow actually feels luxurious. The dinner service was according to the new CW 'soft' design, which meant delays while plates were brought out to passengers individually. On the whole, I think it works and having the 'triple bread' roll already on the tray means that the bread is there when you want it, rather than served with the dessert. Breakfast has been streamlined, too, and staff actually paid attention to the request cards filled in before takeoff. Apart from some inevitable turbulence, the flight went according to plan and we touched down 30 minutes ahead of schedule. A good flight, overall, but an old style business class experience.","cpt definitely get act together: ba's galleries lounge spacious good selection food staff actually manage make group boarding work once. upper deck still one well bet fly club world. that's despite ancient yin/yang seat tiny ife screen appal resolution. new bedding certainly help cushion hard seat large pillow actually feel luxurious. dinner service accord new cw 'soft' design, meant delay plate brought passenger individually. whole, think work 'triple bread' roll already tray mean bread want it, rather serve dessert. breakfast streamlined, too, staff actually paid attention request card fill takeoff. apart inevitable turbulence, flight go accord plan touch 30 minute ahead schedule. good flight, overall, old style business class experience.",0.9062,Positive
784,"  Sofia to Belfast via London. The legroom on the Sofia to Heathrow flight was terrible. I am not tall, but my knees were pushing against the seat in front.  Service was non existent unless you want to pay inflated prices. Where did the service go? There was a bad delay on the Belfast flight.  We were not allowed to re-enter the lounge when the plane developed a fault, as we had gone through security.  Only after 40 minutes were we allowed to re-enter the lounge. Service announcement was chaotic and contradicted what BA was sending us via texts. The delay lasted 2 hours 55 minutes, just short enough to avoid compensation. The Belfast flight had a lot more legroom than the 3-hour flight from Sofia.  I will never set foot on this airline again. ","sofia belfast via london. legroom sofia heathrow flight terrible. tall, knee push seat front. service non existent unless want pay inflate prices. service go? bad delay belfast flight. allow re-enter lounge plane developed fault, go security. 40 minute allow re-enter lounge. service announcement chaotic contradict ba send u via texts. delay last 2 hour 55 minutes, short enough avoid compensation. belfast flight lot legroom 3-hour flight sofia. never set foot airline again.",-0.9382,Negative
785,"  Lima to Gatwick. Helpful and courteous cabin crew.  The seat was uncomfortable and the in flight entertainment system derisory. The screen was small and in poor condition. Movies shown in the in flight magazine were unavailable and the selection of movies was poor. The touch screen failed to respond correctly and at times occasionally, without warning, increased the sound level to maximum without touching the screen or handset. A 12 hr flight with a rubbish entertainment system.","lima gatwick. helpful courteous cabin crew. seat uncomfortable flight entertainment system derisory. screen small poor condition. movies show flight magazine unavailable selection movie poor. touch screen fail respond correctly time occasionally, without warning, increase sound level maximum without touch screen handset. 12 hr flight rubbish entertainment system.",-0.1383,Negative
786," Inverness to Auckland via Singapore with British Airways. Service was very good but comfort was very bad, for a 14 hour I had no more leg room than I did for an hour flight. I was uncomfortable and as a regular flyer I have used other airlines that provide much more space for long haul flights.","inverness auckland via singapore british airways. service good comfort bad, 14 hour leg room hour flight. uncomfortable regular flyer use airline provide much space long haul flights.",-0.1779,Negative
